us-east-1,m3.medium,on-demand,default,0.113
us-east-1,m3.medium,reserved-light-yrTerm1,default,110
us-east-1,m3.medium,reserved-light-yrTerm1Hourly,default,0.064
us-east-1,m3.medium,reserved-light-yrTerm3,default,172
us-east-1,m3.medium,reserved-light-yrTerm3Hourly,default,0.05
us-east-1,m3.medium,reserved-medium-yrTerm1,default,259
us-east-1,m3.medium,reserved-medium-yrTerm1Hourly,default,0.039
us-east-1,m3.medium,reserved-medium-yrTerm3,default,408
us-east-1,m3.medium,reserved-medium-yrTerm3Hourly,default,0.031
us-east-1,m3.medium,reserved-heavy-yrTerm1,default,317
us-east-1,m3.medium,reserved-heavy-yrTerm1Hourly,default,0.026
us-east-1,m3.medium,reserved-heavy-yrTerm3,default,481
us-east-1,m3.medium,reserved-heavy-yrTerm3Hourly,default,0.022
us-east-1,m3.medium,on-demand,dedicated,0.124
us-east-1,m3.medium,reserved-light-yrTerm1,dedicated,121
us-east-1,m3.medium,reserved-light-yrTerm1Hourly,dedicated,0.07
us-east-1,m3.medium,reserved-light-yrTerm3,dedicated,189
us-east-1,m3.medium,reserved-light-yrTerm3Hourly,dedicated,0.055
us-east-1,m3.medium,reserved-medium-yrTerm1,dedicated,285
us-east-1,m3.medium,reserved-medium-yrTerm1Hourly,dedicated,0.043
us-east-1,m3.medium,reserved-medium-yrTerm3,dedicated,449
us-east-1,m3.medium,reserved-medium-yrTerm3Hourly,dedicated,0.034
us-east-1,m3.medium,reserved-heavy-yrTerm1,dedicated,348
us-east-1,m3.medium,reserved-heavy-yrTerm1Hourly,dedicated,0.029
us-east-1,m3.medium,reserved-heavy-yrTerm3,dedicated,529
us-east-1,m3.medium,reserved-heavy-yrTerm3Hourly,dedicated,0.024
us-east-1,m3.large,on-demand,default,0.225
us-east-1,m3.large,reserved-light-yrTerm1,default,220
us-east-1,m3.large,reserved-light-yrTerm1Hourly,default,0.127
us-east-1,m3.large,reserved-light-yrTerm3,default,343
us-east-1,m3.large,reserved-light-yrTerm3Hourly,default,0.101
us-east-1,m3.large,reserved-medium-yrTerm1,default,517
us-east-1,m3.large,reserved-medium-yrTerm1Hourly,default,0.078
us-east-1,m3.large,reserved-medium-yrTerm3,default,816
us-east-1,m3.large,reserved-medium-yrTerm3Hourly,default,0.062
us-east-1,m3.large,reserved-heavy-yrTerm1,default,633
us-east-1,m3.large,reserved-heavy-yrTerm1Hourly,default,0.053
us-east-1,m3.large,reserved-heavy-yrTerm3,default,961
us-east-1,m3.large,reserved-heavy-yrTerm3Hourly,default,0.043
us-east-1,m3.large,on-demand,dedicated,0.248
us-east-1,m3.large,reserved-light-yrTerm1,dedicated,242
us-east-1,m3.large,reserved-light-yrTerm1Hourly,dedicated,0.14
us-east-1,m3.large,reserved-light-yrTerm3,dedicated,378
us-east-1,m3.large,reserved-light-yrTerm3Hourly,dedicated,0.111
us-east-1,m3.large,reserved-medium-yrTerm1,dedicated,569
us-east-1,m3.large,reserved-medium-yrTerm1Hourly,dedicated,0.086
us-east-1,m3.large,reserved-medium-yrTerm3,dedicated,897
us-east-1,m3.large,reserved-medium-yrTerm3Hourly,dedicated,0.068
us-east-1,m3.large,reserved-heavy-yrTerm1,dedicated,696
us-east-1,m3.large,reserved-heavy-yrTerm1Hourly,dedicated,0.058
us-east-1,m3.large,reserved-heavy-yrTerm3,dedicated,1057
us-east-1,m3.large,reserved-heavy-yrTerm3Hourly,dedicated,0.047
us-east-1,m3.xlarge,on-demand,default,0.45
us-east-1,m3.xlarge,reserved-light-yrTerm1,default,439
us-east-1,m3.xlarge,reserved-light-yrTerm1Hourly,default,0.254
us-east-1,m3.xlarge,reserved-light-yrTerm3,default,686
us-east-1,m3.xlarge,reserved-light-yrTerm3Hourly,default,0.201
us-east-1,m3.xlarge,reserved-medium-yrTerm1,default,1034
us-east-1,m3.xlarge,reserved-medium-yrTerm1Hourly,default,0.156
us-east-1,m3.xlarge,reserved-medium-yrTerm3,default,1631
us-east-1,m3.xlarge,reserved-medium-yrTerm3Hourly,default,0.123
us-east-1,m3.xlarge,reserved-heavy-yrTerm1,default,1266
us-east-1,m3.xlarge,reserved-heavy-yrTerm1Hourly,default,0.105
us-east-1,m3.xlarge,reserved-heavy-yrTerm3,default,1922
us-east-1,m3.xlarge,reserved-heavy-yrTerm3Hourly,default,0.086
us-east-1,m3.xlarge,spot,default,0.0575
us-east-1,m3.xlarge,on-demand,dedicated,0.495
us-east-1,m3.xlarge,reserved-light-yrTerm1,dedicated,484
us-east-1,m3.xlarge,reserved-light-yrTerm1Hourly,dedicated,0.28
us-east-1,m3.xlarge,reserved-light-yrTerm3,dedicated,755
us-east-1,m3.xlarge,reserved-light-yrTerm3Hourly,dedicated,0.221
us-east-1,m3.xlarge,reserved-medium-yrTerm1,dedicated,1138
us-east-1,m3.xlarge,reserved-medium-yrTerm1Hourly,dedicated,0.172
us-east-1,m3.xlarge,reserved-medium-yrTerm3,dedicated,1794
us-east-1,m3.xlarge,reserved-medium-yrTerm3Hourly,dedicated,0.136
us-east-1,m3.xlarge,reserved-heavy-yrTerm1,dedicated,1392
us-east-1,m3.xlarge,reserved-heavy-yrTerm1Hourly,dedicated,0.115
us-east-1,m3.xlarge,reserved-heavy-yrTerm3,dedicated,2114
us-east-1,m3.xlarge,reserved-heavy-yrTerm3Hourly,dedicated,0.094
us-east-1,m3.2xlarge,on-demand,default,0.9
us-east-1,m3.2xlarge,reserved-light-yrTerm1,default,879
us-east-1,m3.2xlarge,reserved-light-yrTerm1Hourly,default,0.508
us-east-1,m3.2xlarge,reserved-light-yrTerm3,default,1372
us-east-1,m3.2xlarge,reserved-light-yrTerm3Hourly,default,0.401
us-east-1,m3.2xlarge,reserved-medium-yrTerm1,default,2069
us-east-1,m3.2xlarge,reserved-medium-yrTerm1Hourly,default,0.313
us-east-1,m3.2xlarge,reserved-medium-yrTerm3,default,3262
us-east-1,m3.2xlarge,reserved-medium-yrTerm3Hourly,default,0.247
us-east-1,m3.2xlarge,reserved-heavy-yrTerm1,default,2531
us-east-1,m3.2xlarge,reserved-heavy-yrTerm1Hourly,default,0.209
us-east-1,m3.2xlarge,reserved-heavy-yrTerm3,default,3844
us-east-1,m3.2xlarge,reserved-heavy-yrTerm3Hourly,default,0.172
us-east-1,m3.2xlarge,spot,default,0.208
us-east-1,m3.2xlarge,on-demand,dedicated,0.99
us-east-1,m3.2xlarge,reserved-light-yrTerm1,dedicated,966
us-east-1,m3.2xlarge,reserved-light-yrTerm1Hourly,dedicated,0.559
us-east-1,m3.2xlarge,reserved-light-yrTerm3,dedicated,1509
us-east-1,m3.2xlarge,reserved-light-yrTerm3Hourly,dedicated,0.441
us-east-1,m3.2xlarge,reserved-medium-yrTerm1,dedicated,2275
us-east-1,m3.2xlarge,reserved-medium-yrTerm1Hourly,dedicated,0.344
us-east-1,m3.2xlarge,reserved-medium-yrTerm3,dedicated,3589
us-east-1,m3.2xlarge,reserved-medium-yrTerm3Hourly,dedicated,0.271
us-east-1,m3.2xlarge,reserved-heavy-yrTerm1,dedicated,2785
us-east-1,m3.2xlarge,reserved-heavy-yrTerm1Hourly,dedicated,0.23
us-east-1,m3.2xlarge,reserved-heavy-yrTerm3,dedicated,4228
us-east-1,m3.2xlarge,reserved-heavy-yrTerm3Hourly,dedicated,0.189
us-east-1,m1.small,on-demand,default,0.06
us-east-1,m1.small,reserved-light-yrTerm1,default,61
us-east-1,m1.small,reserved-light-yrTerm1Hourly,default,0.034
us-east-1,m1.small,reserved-light-yrTerm3,default,96
us-east-1,m1.small,reserved-light-yrTerm3Hourly,default,0.027
us-east-1,m1.small,reserved-medium-yrTerm1,default,139
us-east-1,m1.small,reserved-medium-yrTerm1Hourly,default,0.021
us-east-1,m1.small,reserved-medium-yrTerm3,default,215
us-east-1,m1.small,reserved-medium-yrTerm3Hourly,default,0.017
us-east-1,m1.small,reserved-heavy-yrTerm1,default,169
us-east-1,m1.small,reserved-heavy-yrTerm1Hourly,default,0.014
us-east-1,m1.small,reserved-heavy-yrTerm3,default,257
us-east-1,m1.small,reserved-heavy-yrTerm3Hourly,default,0.012
us-east-1,m1.small,spot,default,0.007
us-east-1,m1.small,on-demand,dedicated,0.066
us-east-1,m1.small,reserved-light-yrTerm1,dedicated,67
us-east-1,m1.small,reserved-light-yrTerm1Hourly,dedicated,0.037
us-east-1,m1.small,reserved-light-yrTerm3,dedicated,106
us-east-1,m1.small,reserved-light-yrTerm3Hourly,dedicated,0.03
us-east-1,m1.small,reserved-medium-yrTerm1,dedicated,153
us-east-1,m1.small,reserved-medium-yrTerm1Hourly,dedicated,0.023
us-east-1,m1.small,reserved-medium-yrTerm3,dedicated,237
us-east-1,m1.small,reserved-medium-yrTerm3Hourly,dedicated,0.019
us-east-1,m1.small,reserved-heavy-yrTerm1,dedicated,186
us-east-1,m1.small,reserved-heavy-yrTerm1Hourly,dedicated,0.015
us-east-1,m1.small,reserved-heavy-yrTerm3,dedicated,283
us-east-1,m1.small,reserved-heavy-yrTerm3Hourly,dedicated,0.013
us-east-1,m1.medium,on-demand,default,0.12
us-east-1,m1.medium,reserved-light-yrTerm1,default,122
us-east-1,m1.medium,reserved-light-yrTerm1Hourly,default,0.068
us-east-1,m1.medium,reserved-light-yrTerm3,default,192
us-east-1,m1.medium,reserved-light-yrTerm3Hourly,default,0.054
us-east-1,m1.medium,reserved-medium-yrTerm1,default,277
us-east-1,m1.medium,reserved-medium-yrTerm1Hourly,default,0.042
us-east-1,m1.medium,reserved-medium-yrTerm3,default,430
us-east-1,m1.medium,reserved-medium-yrTerm3Hourly,default,0.033
us-east-1,m1.medium,reserved-heavy-yrTerm1,default,338
us-east-1,m1.medium,reserved-heavy-yrTerm1Hourly,default,0.028
us-east-1,m1.medium,reserved-heavy-yrTerm3,default,514
us-east-1,m1.medium,reserved-heavy-yrTerm3Hourly,default,0.023
us-east-1,m1.medium,spot,default,0.013
us-east-1,m1.medium,on-demand,dedicated,0.132
us-east-1,m1.medium,reserved-light-yrTerm1,dedicated,134
us-east-1,m1.medium,reserved-light-yrTerm1Hourly,dedicated,0.075
us-east-1,m1.medium,reserved-light-yrTerm3,dedicated,211
us-east-1,m1.medium,reserved-light-yrTerm3Hourly,dedicated,0.059
us-east-1,m1.medium,reserved-medium-yrTerm1,dedicated,305
us-east-1,m1.medium,reserved-medium-yrTerm1Hourly,dedicated,0.046
us-east-1,m1.medium,reserved-medium-yrTerm3,dedicated,473
us-east-1,m1.medium,reserved-medium-yrTerm3Hourly,dedicated,0.036
us-east-1,m1.medium,reserved-heavy-yrTerm1,dedicated,372
us-east-1,m1.medium,reserved-heavy-yrTerm1Hourly,dedicated,0.031
us-east-1,m1.medium,reserved-heavy-yrTerm3,dedicated,565
us-east-1,m1.medium,reserved-heavy-yrTerm3Hourly,dedicated,0.025
us-east-1,m1.large,on-demand,default,0.24
us-east-1,m1.large,reserved-light-yrTerm1,default,243
us-east-1,m1.large,reserved-light-yrTerm1Hourly,default,0.136
us-east-1,m1.large,reserved-light-yrTerm3,default,384
us-east-1,m1.large,reserved-light-yrTerm3Hourly,default,0.108
us-east-1,m1.large,reserved-medium-yrTerm1,default,554
us-east-1,m1.large,reserved-medium-yrTerm1Hourly,default,0.084
us-east-1,m1.large,reserved-medium-yrTerm3,default,860
us-east-1,m1.large,reserved-medium-yrTerm3Hourly,default,0.067
us-east-1,m1.large,reserved-heavy-yrTerm1,default,676
us-east-1,m1.large,reserved-heavy-yrTerm1Hourly,default,0.056
us-east-1,m1.large,reserved-heavy-yrTerm3,default,1028
us-east-1,m1.large,reserved-heavy-yrTerm3Hourly,default,0.046
us-east-1,m1.large,spot,default,0.026
us-east-1,m1.large,on-demand,dedicated,0.264
us-east-1,m1.large,reserved-light-yrTerm1,dedicated,267
us-east-1,m1.large,reserved-light-yrTerm1Hourly,dedicated,0.15
us-east-1,m1.large,reserved-light-yrTerm3,dedicated,422
us-east-1,m1.large,reserved-light-yrTerm3Hourly,dedicated,0.119
us-east-1,m1.large,reserved-medium-yrTerm1,dedicated,609
us-east-1,m1.large,reserved-medium-yrTerm1Hourly,dedicated,0.092
us-east-1,m1.large,reserved-medium-yrTerm3,dedicated,946
